cname,phone,website,email,url
Reliance International Academy,01-4822336,http://www.rianepal.edu.np,info@rianepal.edu.np,https://www.collegesnepal.com/reliance-international-academy/
Richmond International College,"015234259,+9779761819466",http://richmondcollege.edu.np/,richmondcollege77@gmail.com,https://www.collegesnepal.com/richmond-international-college/
Rising Star College of Management,01-4271467,www.risingstar.edu.np,risingstar.edu.np@gmail.com,https://www.collegesnepal.com/rising-star-college-of-management/
Ritz Hospitality Management College,01-5186188,ritzhospitality.edu.np,info@ritzhospitality.edu.np,https://www.collegesnepal.com/ritz-hospitality-management-college/
Riviera International Academy,01-4462223,http://www.riviera.edu.np/,info@riviera.edu.np,https://www.collegesnepal.com/riviera-international-academy/
Rosebud Secondary School,01-4793003,https://rosebudschoolnepal.org/index.php,info@rosebudschoolnepal.org,https://www.collegesnepal.com/rose-bud-secondary-school/
Rupys International School,01-4282907,https://rupys.edu.np/,info@rupys.edu.np,https://www.collegesnepal.com/rupys-international-school/
Sagarmatha College for Higher Studies,01-4433810,http://www.smcollege.edu.np,admin@smcollege.edu.np,https://www.collegesnepal.com/sagarmatha-college-for-higher-studies/
Sagarmatha College of Science and Technology,01-5911275,http://scst.edu.np/,info@sagarmatha.edu.np,https://www.collegesnepal.com/sagarmatha-college-of-science-and-technology/
Sagarmatha Engineering College,01-5527274,www.sagarmatha.edu.np,info@sagarmatha.edu.np,https://www.collegesnepal.com/sagarmatha-engineering-college/
Sagarmatha Multiple College,01-4433810,www.smcollege.edu.np/,info@smcollege.edu.np,https://www.collegesnepal.com/sagarmatha-multiple-college/
Sahara Campus,083-520118,https://www.saharacampus.edu.np/,info@saharacampus.edu.np,https://www.collegesnepal.com/sahara-campus/
Sailaja Acharya Memorial Polytechnic Institute,+977-21-692116,http://www.skpksg.org.np,info@skpksg.org.np,https://www.collegesnepal.com/sailaja-acharya-memorial-polytechnic-institute/
Sainik Awasiya MahaVidyalaya,061-577746,https://www.sampokhara.edu.np/,sampokhara.46@gmail.com,https://www.collegesnepal.com/sainik-awasiya-mahavidyalaya/
Saipal Academy,01-4009054,http://www.saipal.edu.np,mail@saipal.edu.np,https://www.collegesnepal.com/saipal-academy/
Samarpan Academy Institute of Crisis Management Studies,01-4008181,http://www.tuicms.edu.np/,info@tuicms.edu.np,https://www.collegesnepal.com/samarpan-academy-institute-of-crisis-management-studies/
Samriddhi College,01-6636322,samriddhicollege.edu.np,info@samriddhicollege.edu.np,https://www.collegesnepal.com/samriddhi-college/
Sangla BalKumari Secondary School,01-6915977,https://sanglabalkumari.edu.np/,info@sanglabalkumari.edu.np,https://www.collegesnepal.com/sangla-balkumari-secondary-school/
Sanjeevani College of Medical Sciences,071-438654,www.sanjeevani.edu.np,info@sanjeevani.edu.np,https://www.collegesnepal.com/sanjeevani-college-of-medical-sciences/
Sankhuwasabha Multiple Campus,029-570208,https://smcc.edu.np/,info@smcc.edu.np,https://www.collegesnepal.com/sankhuwasabha-multiple-campus/
SANN International College,01-4420509,www.sann.edu.np,info@sann.edu.np,https://www.collegesnepal.com/sann-international-college/
Sanothimi Campus,01-6630283,www.sanothimicampus.edu.np/,regbhandari@gmail.com.,https://www.collegesnepal.com/sanothimi-campus/
Santwona College,01-4106948,https://www.santwonacollege.edu.np/,info@santwonacollege.edu.np,https://www.collegesnepal.com/santwona-college/
Saptagandaki Multiple Campus,056-520754,https://smc.edu.np/,saptagandaki@yahoo.com,https://www.collegesnepal.com/saptagandaki-multiple-campus/
Saptashree Multiple Technical Institute,023-544188,https://saptashree.edu.np/,info@saptashree.edu.np,https://www.collegesnepal.com/saptashree-multiple-technical-institute/
Saraswati Multiple Campus,01-4411971,https://saraswaticampus.edu.np/,campussaraswati@gmail.com,https://www.collegesnepal.com/saraswati-multiple-campus/
Sarlahi Campus,046-520313,http://sarlahicampus.edu.np/,info@sarlahicampus.com,https://www.collegesnepal.com/sarlahi-campus/
Saurya International College,01-4112256,https://saurya.edu.np/,sauryaschools@gmail.com,https://www.collegesnepal.com/saurya-international-college/
Scheer Memorial Hospital College Of Nursing,011-663581,scheermemhosp.org,scheerhospital@gmail.com,https://www.collegesnepal.com/scheer-memorial-hospital-college-of-nursing/
Scholars Home Academy,01-4384693,https://shacademy.edu.np/,scholars2053@gmail.com,https://www.collegesnepal.com/scholars-home-academy/
School of Environmental Mgt.Sustainable Dev (SchEMS),01-4107509,schems.edu.np,mail@schems.edu.np,https://www.collegesnepal.com/school-of-environmental-mgt-sustainable-dev-schems/
School of Mathematical Sciences Tribhuvan University,01-6200207,https://smstu.edu.np/,info@sms.tu.edu.np,https://www.collegesnepal.com/school-of-mathematical-sciences-tribhuvan-university/
Seed Financial Academy,01-4510113,https://seedfinancial.edu.np/,info@seedfinancial.edu.np,https://www.collegesnepal.com/seed-financial-academy/
Seti Technical School,+977-94-412176,https://stsdipayal.edu.np/,info@stsdipayal.edu.np,https://www.collegesnepal.com/seti-technical-school/
Shaheed Smarak College Bharatpur,977-56-591031,https://www.sscbakhanpur.edu.np/,info@sscbakhanpur.edu.np,https://www.collegesnepal.com/shaheed-smarak-college-bharatpur/
Shaheed Smriti Multiple Campus,056-560147,http://www.ssmcchitwan.edu.np/,info@ssmcchitwan.edu.np,https://www.collegesnepal.com/shaheed-smriti-multiple-campus/
Shahid Multiple Campus,075-5691478,https://www.shahidcampus.edu.np/,info@shahidcampus.edu.np,https://www.collegesnepal.com/shahid-campus/
Shahid Smarak College,01-4330279,http://sscollege.com.np,info@sscollege.com.np,https://www.collegesnepal.com/shahid-smarak-college/
Shankarapur Academy,01-4911045,www.shankarapur.org.np,info@shankarapur.org.np,https://www.collegesnepal.com/shankarapur-academy/
Shanker Dev Campus,01-4240556,www.shankerdevcampus.edu.np/,info@shankerdevcampus.edu.np,https://www.collegesnepal.com/shanker-dev-campus/
Sharada Campus,01-6614880,sharadacampus.edu.np,sharadacampus@yahoo.com,https://www.collegesnepal.com/sharada-campus/
Shepherd College of Media Technology,01-4488274,www.shepherd.edu.np,info@shepherd.edu.np,https://www.collegesnepal.com/shepherd-college-of-media-technology/
Shiva Jan Secondary School,+977-088-400108,https://www.shivajanschool.edu.np/,shivajan19@gmail.com,https://www.collegesnepal.com/shiva-jan-secondary-school/
Shree Barun Devi Secondary School,984-443-9039,http://www.barundevimavi.edu.np/,shreebarundevisecondary033@gmail.com,https://www.collegesnepal.com/shree-barun-devi-secondary-school/
Shree Karfok Bidya Mandir Multiple Campus,027-555221,karfokmultiplecampus.edu.np,karfokcampus@gmail,https://www.collegesnepal.com/shree-karfok-bidya-mandir-multiple-campus/
Shree Medical and Technical College,056-592366,http://shreemedical.edu.np,smtcnepal@yahoo.com,https://www.collegesnepal.com/shree-medical-and-technical-college/
Shreenagar Integrated College,075-520739,https://www.collegenp.com/college/shreenagar-integrated-college-palpa/,sicol_tansen@yahoo.com,https://www.collegesnepal.com/shreenagar-integrated-college/
Shubhashree College of Management,01-4498528,shubhashreecollege.com,info@shubhashreecollege.com,https://www.collegesnepal.com/shubhashree-academic-international-college/
Siddhanath Science Campus,009-521304,http://www.snsc.edu.np,info@snsc.edu.np,https://www.collegesnepal.com/siddhanath-science-campus/
Siddhartha College,011-661143,siddhartha.edu.np,info@siddhartha.edu.np,https://www.collegesnepal.com/siddhartha-college/
Siddhartha Gautam Buddha Campus,071-541301,http://sgbc.edu.np/,info@sgbc.edu.np,https://www.collegesnepal.com/siddhartha-gautam-buddha-campus/
Siddhartha International College,071-550544,https://siddharthaintcollege.com/,info@siddharthaintcollege.com,https://www.collegesnepal.com/siddhartha-international-college/
Siddhartha Multiple College,01-4284666,https://smcbafal.edu.np/,info@smcbafal.edu.np,https://www.collegesnepal.com/siddhartha-multiple-college/
Siddhartha Vanasthali Science Campus,01-4970075,svi.edu.np/,svibalaju@gmail.com,https://www.collegesnepal.com/siddhartha-vanasthali-science-campus/
Sigma College,01-4358484,http://sigmacollege.com,info@sigmacollege.com,https://www.collegesnepal.com/sigma-college/
Silkroad International College,01-4374168,http://www.sicollege.edu.np,silkroad@sicollege.edu.np,https://www.collegesnepal.com/silkroad-international-college/
Silver Mountain School Of Hotel Management,01-4515038,https://silvermountain.edu.np/,info@silvermountain.edu.np,https://www.collegesnepal.com/silver-mountain-school-of-hotel-management/
Sindhuli Multiple Campus,047-520066,sindhulicampus.edu.np,info@sihdulimultiplecampus.com,https://www.collegesnepal.com/sindhuli-multiple-campus/
Sinha Health Foundation,041-527442,https://shf.edu.np/,sinhahealth2066@gmail.com,https://www.collegesnepal.com/sinha-health-foundation/
Sirius College,01-4272627,www.sirius.vic.edu.au,info@sirius.vic.edu.au,https://www.collegesnepal.com/sirius-college/
Sirjana College of Fine Art,01-4518455,sirjanacollege.edu.np,sirjanaaart@infoclub.com.np,https://www.collegesnepal.com/sirjana-college-of-fine-art/
Softwarica College of IT and E-commerce,01-4425661,softwarica.edu.np,info@softwarica.edu.np,https://www.collegesnepal.com/softwarica-college-of-it-and-e-commerce/
South Asian Institute of Management (SAIM),01-4474747,www.saim.edu.np,info@saim.edu.np,https://www.collegesnepal.com/saim-college/
Southwestern State College,01-4355457,www.southwestern.edu.np,info@southwestern.edu.np,https://www.collegesnepal.com/southwestern-state-college/
Spark Institute of Technology,+977-99-520735,https://sparkinstitute.com.np/,demo@sparkinstitute.com.np,https://www.collegesnepal.com/spark-institute-of-technology/
St. Lawrence College,01-4461666,www.stlawrence.edu.np,info@stlawrence.com,https://www.collegesnepal.com/st-lawrence-college/
St. Xavier's College,"+977-01-5321365, 5344636",www.sxc.edu.np,ktm@sxc.edu.np,https://www.collegesnepal.com/st-xaviers/
St. Xaviers Secondary School,01-521050,https://stx.edu.np,stxgold@mos.com.np / stxavierjawalakhel@stx.edu.np,https://www.collegesnepal.com/st-xaviers-secondary-school/
Sudur Paschimanchal Academy,977-091-520392,https://spa.edu.np/,info@spa.edu.np,https://www.collegesnepal.com/sudur-paschimanchal-academy/
Sukuna Multiple Campus,021-545617,http://sukuna.edu.np,info@sukuna.edu.np,https://www.collegesnepal.com/sukuna-campus/
Sumnima Polytechnic Institute,+977-29-420716,https://spi.edu.np/,info@spi.edu.np,https://www.collegesnepal.com/sumnima-polytechnic-institute/
Sungava Multiple Campus,056-582611,https://sungavacollege.edu.np/,info@sungavacollege.edu.np,https://www.collegesnepal.com/sungava-multiple-campus/
Sunsari Technical College,025-523262,www.stc.edu.np/,info@stc.edu.np,https://www.collegesnepal.com/sunsari-technical-college/
Sunway International Business School,01-4464524,http://www.sunway.edu.np,"sunway.ibs@gmail.com,info@sunway.edu.np",https://www.collegesnepal.com/sunway-international-business-school/
Surya Bhakta PatanaDevi Memorial College,078-501079,http://spmcollege.edu.np,spmcollege2006@gmail.com,https://www.collegesnepal.com/surya-bhakta-patanadevi-memorial-college/
Surya Narayana Satya Narayan Marwaita Multiple Campus,033-520082,https://ssmymcsiraha.edu.np/,info@ssmymcsiraha.edu.np,https://www.collegesnepal.com/surya-narayana-satya-narayan-marwaita-multiple-campus/
Sushma Koirala Memorial Nursing Campus,01-4451153,https://skmnc.edu.np/,skmnc@ymail.com,https://www.collegesnepal.com/sushma-koirala-memorial-nursing-campus/
SV Academy Multiple College,01-4783913,http://svacademy.edu.np,svacademy2002@gmail.com,https://www.collegesnepal.com/sv-academy-multiple-college/
Swapna Vatika School,01-5242913,svschool.edu.np,vatika.swapna@gmail.com,https://www.collegesnepal.com/swapna-vatika-school/
Swastik College,01-6635174,https://swastikcollege.edu.np/,info@swastikcollege.edu.np,https://www.collegesnepal.com/swastik-college/
Swati Sadan College,01-4350674,https://swatisadan.edu.np/,info@swatisadan.edu.np,https://www.collegesnepal.com/swati-sadan-college/
Takshashila Academy,01-4957332,https://tsa.edu.np/,info@tsa.edu.np,https://www.collegesnepal.com/takshashila-academy/
Tanahu Technical School,+977-56-572308,https://tts.edu.np/?page_id=55,ttsbhimad1991@gmail.com,https://www.collegesnepal.com/tanahu-technical-school/
Tangal Secondary school,01-4433826,https://tangalschool.edu.np/,tangalhss@gmail.com,https://www.collegesnepal.com/tangal-secondary-school/
Tansen Multiple Campus,075-520597,https://www.collegenp.com/college/tansen-multiple-campus-palpa/,tansenmultiple@gmail.com,https://www.collegesnepal.com/tansen-multiple-campus/
Technical Training & Research Institute,984-1628152,https://ttri.com.np/,ttrivetedu@gmail.com,https://www.collegesnepal.com/technical-training-and-research-institute/
Techspire College,01-5916307,https://www.cps.edu.np/,info@cps.edu.np,https://www.collegesnepal.com/techspire-college/
Tej Ganga Mahavidhalaya,011-440028,tejganga.edu.np,tmcpanauti@yahoo.com,https://www.collegesnepal.com/tej-ganga-mahavidhalaya/
Texas International College,01-4590670,https://texasintl.edu.np/,enquiry@texasintl.edu.np,https://www.collegesnepal.com/texas-international-college/
Thakur Ram Multiple Campus,051-522187,trmc.edu.np,info@trmc.edu.np,https://www.collegesnepal.com/thakur-ram-multiple-campus/
Thames International College,+97715971224,https://thamescollege.edu.np,info@thamescollege.edu.np,https://www.collegesnepal.com/thames-international-college/
Thapathali Campus,01-4246465,www.thapathalicampus.edu.np,info@thapathalicampus.edu.np,https://www.collegesnepal.com/thapathali-campus/
The British College,01-5970003,www.thebritishcollege.edu.np,info@thebritishcollege.edu.np,https://www.collegesnepal.com/the-british-college/
The Chandbagh School,01-4371628,https://chandbagh.edu.np/,principal@chandbagh.edu.np,https://www.collegesnepal.com/the-chandbagh-school/
The Times International College,01-4441168,www.timescollege.edu.np,info@timescollege.edu.np,https://www.collegesnepal.com/the-times-international-college/
Tikapur Multiple Campus,091-560088,http://www.tmc.edu.np,mail@tmc.edu.np,https://www.collegesnepal.com/tikapur-multiple-campus/
Tilingtar Secondary School,01-4371878,http://www.tss.edu.np,tilingatar@gmail.com,https://www.collegesnepal.com/tilingtar-secondary-school/
Tilottama Campus,071-437659,tilottama.edu.np,info@tilottama.edu.np,https://www.collegesnepal.com/tilottama-campus/
Times Business School,01-4418019,http://www.timesbs.com,info@tbs.com.np,https://www.collegesnepal.com/times-business-school/
Tri Jyoti Secondary School,01-4811117,https://trijyoti.edu.np/,trijyotischool@gmail.com,https://www.collegesnepal.com/trijyoti-secondary-school/
Tribhuvan Adarsha Campus,063-420214,https://www.collegenp.com/college/tribhuvan-aadarsha-multiple-campus-syangja/,tamcsyangja@gmail.com,https://www.collegesnepal.com/tribhuvan-adarsha-campus/
"Tribhuvan University, Central Department of Biotechnology",01-4336221,http://www.biotechtu.edu.np/,head@cdbt.tu.edu.np,https://www.collegesnepal.com/tribhuvan-university-central-department-of-biotechnology/
Tribhuwan Campus,01-4331076,tribhuvan-university.edu.np,subedigs2010@yahoo.com,https://www.collegesnepal.com/tribhuwan-campus/
Trinity International College,"01-4545954,4545955,4545956",www.trinitycollege.edu.np,info@trinitycollege.edu.np,https://www.collegesnepal.com/trinity-international-college/
Triton International College,01-5104450,www.triton.edu.np,info@triton.edu.np,https://www.collegesnepal.com/triton-international-college/
Triyog High School,01-4965285,https://www.triyog.edu.np/,info@triyog.edu.np,https://www.collegesnepal.com/triyog-high-school/
Triyuga Janata Bahumukhi Campus,035-420304,http://tjmc.edu.np/,trijuga.campus@gmail.com,https://www.collegesnepal.com/triyuga-janata-bahumukhi-campus/
TU Institute of Science and Technology,01-4330844,www.tuiost.edu.np,deaniost7@gmail.com,https://www.collegesnepal.com/tu-institute-of-science-and-technology/
TU School of Management,01-4332719,www.somtu.edu.np,"mgmt.somtu@gmail.com,info@somtu.edu.np",https://www.collegesnepal.com/tu-school-of-management/
"TU-Department of Conflict, Peace and Development Studies",01-4116128,www.dcpds-tu.edu.np,admin@dcpds-tu.edu.np,https://www.collegesnepal.com/tu-department-of-conflict-peace-and-development-studies/
Uniglobe College,01-4115690,https://uniglobe.edu.np/,mail@uniglobe.edu.np,https://www.collegesnepal.com/uniglobe-college/
Unique College of Management,01-5538625,http://www.uniquecollege.com.np,info@uniquecollege.com.np,https://www.collegesnepal.com/unique-college-of-management/
United Academy,01-5437530,https://academy.united.edu.np/,info@united.edu.np,https://www.collegesnepal.com/united-academy/
United College,+977 5917320,https://college.united.edu.np,ucollege@united.edu.np,https://www.collegesnepal.com/united-college/
United Technical College,056-526331,http://unitedtechnicalcollege.edu.np,unitedtechnicalcollege@gmail.com,https://www.collegesnepal.com/united-technical-college/
Universal College of Medical Sciences,071-522896,www.ucms.com.np/,caoucms@wlink.com.np,https://www.collegesnepal.com/universal-college-of-medical-sciences/
Universal Engineering and Science College,01-5260419,https://uesc.edu.np,info@uesc.edu.np,https://www.collegesnepal.com/universal-science-college/
V.S. Niketan College,"01-4111899, 4111602, 4106576",vsniketan.edu.np,info@vsniketan.edu.np,https://www.collegesnepal.com/v-s-niketan-college/
Valley College Of Technical Sciences,01-4033127,http://www.valleycollege.edu.np,info@valleycollege.edu.np,https://www.collegesnepal.com/valley-college-of-technical-sciences/
Valley Krishi Campus,015574599,https://vkc.edu.np/,valleykrishicampus@gmail.com,https://www.collegesnepal.com/valley-krishi-campus/
Valley Public Secondary School,01-4370987,https://www.valleypublic.edu.np/,info@valleypublic.edu.np,https://www.collegesnepal.com/valley-public-secondary-school/
Venus Public School,01-4910772,http://www.venus.edu.np/,info@venus.edu.np,https://www.collegesnepal.com/venus-public-school/
Victoria International College,082-560564,victoriacollege.edu.np,giphss_nepal@yahoo.com,https://www.collegesnepal.com/victoria-international-college/
Vidhya Sanskar Secondary School,01-4472902,https://chelsea.edu.np/,mail@chelsea.edu.np,https://www.collegesnepal.com/vidhya-sanskar-school/
Vijaya Memorial Secondary School,01-4412479,http://www.vijayamemorialmavi.edu.np/,info@vijayamemorialmavi.edu.np,https://www.collegesnepal.com/vijaya-memorial-secondary-school/
Vinayak College of Health Science,01-5911532,https://vnc.edu.np/,info@vnc.edu.np,https://www.collegesnepal.com/vinayak-college-of-health-science/
Vinayak Siddha College,01-4599512,https://www.vinayaksiddhacollege.edu.np/,info@vinayaksiddhacollege.edu.np,https://www.collegesnepal.com/vinayak-siddha-college/
Virinchi College,015553396,https://www.virinchicollege.edu.np/,info@virinchicollege.edu.np,https://www.collegesnepal.com/virinchi-college/
Vishwa Adarsha College,025-586017,https://college.vac.edu.np/,vaccollegeith@gmail.com,https://www.collegesnepal.com/vishwa-adarsha-college/
Vishwo Niketan Science Campus,01-4266306,www.vnhss.edu.np,info@vnhss.edu.np,https://www.collegesnepal.com/vishwo-niketan-science-campus/
VS Niketan College,01-4111899,https://www.vsniketan.edu.np/,info@vsniketan.edu.np,https://www.collegesnepal.com/vs-niketan-college/
Welhams College,01-4786399,https://welhamscollege.edu.np/,info@welhamscollege.edu.np,https://www.collegesnepal.com/welhams-college/
Western Mega College,9857071252,https://westernmegacollege.edu.np/,info@westernmegacollege.edu.np,https://www.collegesnepal.com/western-mega-college/
Westminister College,724-946-7999,https://www.westminster.edu/,admissions@westminster.edu,https://www.collegesnepal.com/westminister-college/
Whitefield International College,01-4976538,https://ref.edu.np/,info@ref.edu.np,https://www.collegesnepal.com/whitefield-international-college/
WhiteHouse College of Management and Technology,01-5322688,https://whitehousecmt.edu.np/,info@whitehousecmt.edu.np,https://www.collegesnepal.com/whitehouse-college-of-management-and-technology/
Xavier Academy,01-4524289,https://www.xa.edu.np/,info@xa.edu.np,https://www.collegesnepal.com/xavier-academy/
Xavier International College,9861860809,https://xaviercollege.edu.np/,info@xaviercollege.edu.np,https://www.collegesnepal.com/xavier-international-college/
Yeti Health Science Academy,01-4528349,https://www.yhsa.edu.np/,info@yhsa.edu.np,https://www.collegesnepal.com/yeti-health-science-academy/
Yeti International College,01-4792063,https://yeticollege.edu.np/,info@yeticollege.edu.np,https://www.collegesnepal.com/Yeti-International-College/
Zenith International College,021-417531,https://www.zic.edu.np,info@zic.edu.np,https://www.collegesnepal.com/zenith-international-college/
